id,label,name
chunk_1416,TextChunk,Risks of the consumption of beverages containing quinine .
quinine,Chemical,quinine
chunk_1417,TextChunk,"Although the United States Food and Drug Administration banned its use for nocturnal leg cramps due to lack of safety and efficacy , quinine is widely available in beverages including tonic water and bitter lemon ."
nocturnal leg cramps,Disease,nocturnal leg cramps
chunk_1418,TextChunk,"Numerous anecdotal reports suggest that products containing quinine may produce neurological complications , including confusion , altered mental status , seizures , and coma , particularly in older women ."
chunk_1419,TextChunk,Psychologists need to inquire about consumption of quinine
chunk_1420,TextChunk,Organophosphate - induced convulsions and prevention of neuropathological damages .
Organophosphate,Chemical,Organophosphate
neuropathological damages,Disease,neuropathological damages
chunk_1421,TextChunk,"Such organophosphorus ( OP ) compounds as diisopropylfluorophosphate ( DFP ), sarin and soman are potent inhibitors of acetylcholinesterases ( AChEs ) and butyrylcholinesterases ( BChEs ). The acute toxicity of OPs is the result of their irreversible binding with AChEs in the central nervous system ( CNS ), which elevates acetylcholine ( ACh ) levels ."
organophosphorus,Chemical,organophosphorus
OP,Chemical,OP
diisopropylfluorophosphate,Chemical,diisopropylfluorophosphate
DFP,Chemical,DFP
sarin,Chemical,sarin
soman,Chemical,soman
OPs,Chemical,OPs
chunk_1422,TextChunk,The protective action of subcutaneously ( SC ) administered antidotes or their combinations in DFP ( 2 .
chunk_1423,TextChunk,0 mg / kg BW ) intoxication was studied in 9 - 10 - weeks - old Han - Wistar male rats .
chunk_1424,TextChunk,The rats received AChE reactivator pralidoxime-2-chloride ( 2PAM )( 30 .
pralidoxime-2-chloride,Chemical,pralidoxime-2-chloride
2PAM,Chemical,2PAM
chunk_1425,TextChunk,"0 mg / kg BW ), anticonvulsant diazepam ( 2 ."
chunk_1426,TextChunk,"0 mg / kg BW ), A ( 1 )- adenosine receptor agonist N(6)-cyclopentyl adenosine ( CPA )( 2 ."
N(6)-cyclopentyl adenosine,Chemical,N(6)-cyclopentyl adenosine
chunk_1427,TextChunk,"0 mg / kg BW ), NMDA - receptor antagonist dizocilpine maleate (+- MK801 hydrogen maleate )( 2 ."
dizocilpine maleate,Chemical,dizocilpine maleate
chunk_1428,TextChunk,0 mg / kg BW ) or their combinations with cholinolytic drug atropine sulfate ( 50 .
atropine sulfate,Chemical,atropine sulfate
chunk_1429,TextChunk,0 mg / kg BW ) immediately or 30 min after the single SC injection of DFP .
chunk_1430,TextChunk,"The control rats received atropine sulfate , but also saline and olive oil instead of other antidotes and DFP , respectively ."
chunk_1431,TextChunk,All rats were terminated either 24 h or 3 weeks after the DFP injection .
chunk_1432,TextChunk,The rats treated with DFP - atropine showed severe typical OP - induced toxicity signs .
chunk_1433,TextChunk,"When CPA , diazepam or 2PAM was given immediately after DFP - atropine , these treatments prevented , delayed or shortened the occurrence of serious signs of poisoning ."
poisoning,Disease,poisoning
chunk_1434,TextChunk,Atropine - MK801 did not offer any additional protection against DFP toxicity .
Atropine,Chemical,Atropine
MK801,Chemical,MK801
DFP toxicity,Disease,DFP toxicity
chunk_1435,TextChunk,"In conclusion , CPA , diazepam and 2PAM in combination with atropine prevented the occurrence of serious signs of poisoning and thus reduced the toxicity of DFP"
chunk_1436,TextChunk,Differential modulation by estrogen of alpha2 - adrenergic and I1 - imidazoline receptor - mediated hypotension in female rats .
imidazoline,Chemical,imidazoline
chunk_1437,TextChunk,We have recently shown that estrogen negatively modulates the hypotensive effect of clonidine ( mixed alpha2 -/ I1 - receptor agonist ) in female rats and implicates the cardiovascular autonomic control in this interaction .
chunk_1438,TextChunk,The present study investigated whether this effect of estrogen involves interaction with alpha2 - and / or I1 - receptors .
chunk_1439,TextChunk,"Changes evoked by a single intraperitoneal injection of rilmenidine ( 600 microg / kg ) or alpha-methyldopa ( 100 mg / kg ), selective I1 - and alpha2 - receptor agonists , respectively , in blood pressure , hemodynamic variability , and locomotor activity were assessed in radiotelemetered sham - operated and ovariectomized ( Ovx ) Sprague - Dawley female rats with or without 12 - wk estrogen replacement ."
rilmenidine,Chemical,rilmenidine
chunk_1440,TextChunk,Three time domain indexes of hemodynamic variability were employed : the standard deviation of mean arterial pressure as a measure of blood pressure variability and the standard deviation of beat - to - beat intervals ( SDRR ) and the root mean square of successive differences in R - wave - to - R - wave intervals as measures of heart rate variability .
chunk_1441,TextChunk,"In sham - operated rats , rilmenidine or alpha-methyldopa elicited similar hypotension that lasted at least 5 h and was associated with reductions in standard deviation of mean arterial pressure ."
chunk_1442,TextChunk,SDRR was reduced only by alpha-methyldopa .
chunk_1443,TextChunk,"Ovx significantly enhanced the hypotensive response to alpha-methyldopa , in contrast to no effect on rilmenidine hypotension ."
rilmenidine hypotension,Disease,rilmenidine hypotension
chunk_1444,TextChunk,The enhanced alpha-methyldopa hypotension in Ovx rats was paralleled with further reduction in SDRR and a reduced locomotor activity .
alpha-methyldopa hypotension,Disease,alpha-methyldopa hypotension
a reduced locomotor activity,Disease,a reduced locomotor activity
chunk_1445,TextChunk,"Estrogen replacement ( 17beta-estradiol subcutaneous pellet , 14 ."
17beta-estradiol,Chemical,17beta-estradiol
chunk_1446,TextChunk,"2 microg / day , 12 wk ) of Ovx rats restored the hemodynamic and locomotor effects of alpha-methyldopa to sham - operated levels ."
chunk_1447,TextChunk,These findings suggest that estrogen downregulates alpha2 - but not I1 - receptor - mediated hypotension and highlight a role for the cardiac autonomic control in alpha-methyldopa - estrogen
chunk_1448,TextChunk,Cardioprotective effect of tincture of Crataegus on isoproterenol - induced myocardial infarction in rats .
tincture of Crataegus,Chemical,tincture of Crataegus
isoproterenol,Chemical,isoproterenol
chunk_1449,TextChunk,"Tincture of Crataegus ( TCR ), an alcoholic extract of the berries of hawthorn ( Crataegus oxycantha ), is used in herbal and homeopathic medicine ."
Tincture of Crataegus,Chemical,Tincture of Crataegus
TCR,Chemical,TCR
alcoholic extract of the berries of hawthorn,Chemical,alcoholic extract of the berries of hawthorn
Crataegus oxycantha,Chemical,Crataegus oxycantha
chunk_1450,TextChunk,The present study was done to investigate the protective effect of TCR on experimentally induced myocardial infarction in rats .
chunk_1451,TextChunk,"Pretreatment of TCR , at a dose of 0 ."
chunk_1452,TextChunk,"5 mL / 100 g bodyweight per day , orally for 30 days , prevented the increase in lipid peroxidation and activity of marker enzymes observed in isoproterenol - induced rats ( 85 mg kg (- 1 ) s ."
chunk_1453,TextChunk,c .
chunk_1454,TextChunk,for 2 days at an interval of 24 h ). TCR prevented the isoproterenol - induced decrease in antioxidant enzymes in the heart and increased the rate of ADP - stimulated oxygen uptake and respiratory coupling ratio .
ADP,Chemical,ADP
chunk_1455,TextChunk,TCR protected against pathological changes induced by isoproterenol in rat heart .
chunk_1456,TextChunk,The results show that pretreatment with TCR may be useful in preventing the damage induced by isoproterenol
chunk_1457,TextChunk,Safety and adverse effects associated with raloxifene : multiple outcomes of raloxifene evaluation .
raloxifene,Chemical,raloxifene
chunk_1458,TextChunk,OBJECTIVE : To examine the effect of raloxifene on major adverse events that occur with postmenopausal estrogen therapy or tamoxifen .
tamoxifen,Chemical,tamoxifen
chunk_1459,TextChunk,"METHODS : The Multiple Outcomes of Raloxifene Evaluation , a multicenter , randomized , double - blind trial , enrolled 7 , 705 postmenopausal women with osteoporosis ."
Raloxifene,Chemical,Raloxifene
osteoporosis,Disease,osteoporosis
chunk_1460,TextChunk,Women were randomly assigned to raloxifene 60 mg / d or 120 mg / d or placebo .
chunk_1461,TextChunk,"Outcomes included venous thromboembolism , cataracts , gallbladder disease , and endometrial hyperplasia or cancer ."
cataracts,Disease,cataracts
gallbladder disease,Disease,gallbladder disease
endometrial hyperplasia or cancer,Disease,endometrial hyperplasia or cancer
chunk_1462,TextChunk,RESULTS : During a mean follow - up of 3 .
chunk_1463,TextChunk,"3 years , raloxifene was associated with an increased risk for venous thromboembolism ( relative risk [ RR ] 2 ."
chunk_1464,TextChunk,1 ; 95 % confidence interval [ CI ] 1 .
chunk_1465,TextChunk,2 - 3 .
chunk_1466,TextChunk,8 ). The excess event rate was 1 .
chunk_1467,TextChunk,"8 per 1 , 000 woman - years ( 95 % CI - 0 ."
chunk_1468,TextChunk,5 - 4 .
chunk_1469,TextChunk,"1 ), and the number needed to treat to cause 1 event was 170 ( 95 % CI 100 - 582 ) over 3 ."
chunk_1470,TextChunk,3 years .
chunk_1471,TextChunk,"Risk in the raloxifene group was higher than in the placebo group for the first 2 years , but decreased to about the same rate as in the placebo group thereafter ."
chunk_1472,TextChunk,Raloxifene did not increase risk for cataracts ( RR 0 .
chunk_1473,TextChunk,9 ; 95 % CI 0 .
chunk_1474,TextChunk,8 - 1 .
chunk_1475,TextChunk,"1 ), gallbladder disease ( RR 1 ."
chunk_1476,TextChunk,0 ; 95 % CI 0 .
chunk_1477,TextChunk,7 - 1 .
chunk_1478,TextChunk,"3 ), endometrial hyperplasia ( RR 1 ."
endometrial hyperplasia,Disease,endometrial hyperplasia
chunk_1479,TextChunk,3 ; 95 % CI 0 .
chunk_1480,TextChunk,4 - 5 .
chunk_1481,TextChunk,"1 ), or endometrial cancer ( RR 0 ."
endometrial cancer,Disease,endometrial cancer
chunk_1482,TextChunk,9 ; 95 % CI 0 .
chunk_1483,TextChunk,3 - 2 .
chunk_1484,TextChunk,"7 ). CONCLUSION : Raloxifene was associated with an increased risk for venous thromboembolism , but there was no increased risk for cataracts , gallbladder disease , endometrial hyperplasia , or endometrial cancer"
chunk_1485,TextChunk,Ceftriaxone - associated biliary pseudolithiasis in paediatric surgical patients .
Ceftriaxone,Chemical,Ceftriaxone
biliary pseudolithiasis,Disease,biliary pseudolithiasis
chunk_1486,TextChunk,It is well known that ceftriaxone leads to pseudolithiasis in some patients .
pseudolithiasis,Disease,pseudolithiasis
chunk_1487,TextChunk,"Clinical and experimental studies also suggest that situations causing gallbladder dysfunction , such as fasting , may have a role for the development of pseudolithiasis ."
gallbladder dysfunction,Disease,gallbladder dysfunction
chunk_1488,TextChunk,"In this study , we prospectively evaluated the incidence and clinical importance of pseudolithiasis in paediatric surgical patients receiving ceftriaxone treatment , who often had to fast in the post - operative period ."
chunk_1489,TextChunk,Fifty children who were given ceftriaxone were evaluated by serial abdominal sonograms .
chunk_1490,TextChunk,"Of those , 13 ( 26 %) developed biliary pathology ."
chunk_1491,TextChunk,"Comparison of the patients with or without pseudolithiasis revealed no significant difference with respect to age , sex , duration of the treatment and starvation variables ."
chunk_1492,TextChunk,"After cessation of the treatment , pseudolithiasis resolved spontaneously within a short period ."
chunk_1493,TextChunk,The incidence of pseudolithiasis
chunk_1494,TextChunk,Evaluation of the anticocaine monoclonal antibody GNC92H2 as an immunotherapy for cocaine overdose .
GNC92H2,Chemical,GNC92H2
cocaine overdose,Disease,cocaine overdose
chunk_1495,TextChunk,The illicit use of cocaine continues in epidemic proportions and treatment for cocaine overdose remains elusive .
chunk_1496,TextChunk,"Current protein - based technology offers a new therapeutic venue by which antibodies bind the drug in the blood stream , inactivating its toxic effects ."
chunk_1497,TextChunk,The therapeutic potential of the anticocaine antibody GNC92H2 was examined using a model of cocaine overdose .
chunk_1498,TextChunk,Swiss albino mice prepared with intrajugular catheters were tested in photocell cages after administration of 93 mg / kg ( LD50 ) of cocaine and GNC92H2 infusions ranging from 30 to 190 mg / kg .
chunk_1499,TextChunk,"GNC92H2 was delivered 30 min before , concomitantly or 3 min after cocaine treatment ."
chunk_1500,TextChunk,"Significant blockade of cocaine toxicity was observed with the higher dose of GNC92H2 ( 190 mg / kg ), where premorbid behaviors were reduced up to 40 %, seizures up to 77 % and death by 72 %. Importantly , GNC92H2 prevented death even post - cocaine injection ."
cocaine toxicity,Disease,cocaine toxicity
chunk_1501,TextChunk,The results support the important potential of GNC92H2 as a therapeutic tool against cocaine overdose
chunk_1502,TextChunk,"The effects of short - term raloxifene therapy on fibrinolysis markers : TAFI , tPA , and PAI - 1 ."
chunk_1503,TextChunk,"BACKGROUND : Markers of fibrinolysis , thrombin - activatable fibrinolysis inhibitor ( TAFI ), tissue - type plasminogen activator ( tPA ), and plasminogen activator inhibitor - 1 ( PAI - 1 ) levels were studied for the evaluation of short - term effects of raloxifene administration in postmenopausal women ."
chunk_1504,TextChunk,"METHODS : Thirty - nine postmenopausal women with osteopenia or osteoporosis were included in this prospective , controlled clinical study ."
osteopenia,Disease,osteopenia
chunk_1505,TextChunk,Twenty - five women were given raloxifene hydrochloride ( 60 mg / day ) plus calcium ( 500 mg / day ). Age - matched controls ( n = 14 ) were given only calcium .
raloxifene hydrochloride,Chemical,raloxifene hydrochloride
chunk_1506,TextChunk,"Plasma TAFI , tPA , and PAI - 1 antigen levels were measured at baseline and after 3 months of treatment by commercially available ELISA kits ."
chunk_1507,TextChunk,Variations of individuals were assessed by Wilcoxon ' s test .
chunk_1508,TextChunk,Relationship between those markers and demographic characteristics were investigated .
chunk_1509,TextChunk,"RESULTS : Three months of raloxifene treatment was associated with a significant decrease in the plasma TAFI antigen concentrations ( 16 % change , P < 0 ."
chunk_1510,TextChunk,"01 ), and a significant increase in tPA antigen concentrations ( 25 % change , P < 0 ."
chunk_1511,TextChunk,05 ). A significant correlation was found between baseline TAFI antigen concentrations and the duration of amenorrhea ( P < 0 .
amenorrhea,Disease,amenorrhea
chunk_1512,TextChunk,05 ; r = 0 .
chunk_1513,TextChunk,33 ). CONCLUSION : We suggest that the increased risk of venous thromboembolism due to raloxifene
chunk_1514,TextChunk,Ketoconazole induced torsades de pointes without concomitant use of QT interval - prolonging drug .
Ketoconazole,Chemical,Ketoconazole
torsades de pointes,Disease,torsades de pointes
chunk_1515,TextChunk,Ketoconazole is not known to be proarrhythmic without concomitant use of QT interval - prolonging drugs .
chunk_1516,TextChunk,We report a woman with coronary artery disease who developed a markedly prolonged QT interval and torsades de pointes ( TdP ) after taking ketoconazole for treatment of fungal infection .
prolonged QT interval,Disease,prolonged QT interval
TdP,Disease,TdP
fungal infection,Disease,fungal infection
chunk_1517,TextChunk,Her QT interval returned to normal upon withdrawal of ketoconazole .
chunk_1518,TextChunk,Genetic study did not find any mutation in her genes that encode cardiac IKr channel proteins .
chunk_1519,TextChunk,"We postulate that by virtue of its direct blocking action on IKr , ketoconazole alone may prolong QT interval and induce TdP ."
chunk_1520,TextChunk,This calls for attention when ketoconazole is administered to patients with risk factors for acquired long QT syndrome
long QT syndrome,Disease,long QT syndrome
chunk_1521,TextChunk,Pharmacological evidence for the potential of Daucus carota in the management of cognitive dysfunctions .
cognitive dysfunctions,Disease,cognitive dysfunctions
chunk_1522,TextChunk,"The present study was aimed at investigating the effects of Daucus carota seeds on cognitive functions , total serum cholesterol levels and brain cholinesterase activity in mice ."
chunk_1523,TextChunk,"The ethanolic extract of Daucus carota seeds ( DCE ) was administered orally in three doses ( 100 , 200 , 400 mg / kg ) for seven successive days to different groups of young and aged mice ."
extract of Daucus carota seeds,Chemical,extract of Daucus carota seeds
DCE,Chemical,DCE
chunk_1524,TextChunk,Elevated plus maze and passive avoidance apparatus served as the exteroceptive behavioral models for testing memory .
chunk_1525,TextChunk,"Diazepam -, scopolamine - and ageing - induced amnesia served as the interoceptive behavioral models ."
Diazepam,Chemical,Diazepam
chunk_1526,TextChunk,"DCE ( 200 , 400 mg / kg , p ."
chunk_1527,TextChunk,o .) showed significant improvement in memory scores of young and aged mice .
chunk_1528,TextChunk,The extent of memory improvement evoked by DCE was 23 % at the dose of 200 mg / kg and 35 % at the dose of 400 mg / kg in young mice using elevated plus maze .
chunk_1529,TextChunk,"Similarly , significant improvements in memory scores were observed using passive avoidance apparatus and aged mice ."
chunk_1530,TextChunk,"Furthermore , DCE reversed the amnesia induced by scopolamine ( 0 ."
chunk_1531,TextChunk,"4 mg / kg , i ."
chunk_1532,TextChunk,"p .) and diazepam ( 1 mg / kg , i ."
chunk_1533,TextChunk,"p .). Daucus carota extract ( 200 , 400 mg / kg , p ."
Daucus carota extract,Chemical,Daucus carota extract
chunk_1534,TextChunk,o .) reduced significantly the brain acetylcholinesterase activity and cholesterol levels in young and aged mice .
chunk_1535,TextChunk,The extent of inhibition of brain cholinesterase activity evoked by DCE at the dose of 400 mg / kg was 22 % in young and 19 % in aged mice .
chunk_1536,TextChunk,"There was a remarkable reduction in total cholesterol level as well , to the extent of 23 % in young and 21 % in aged animals with this dose of DCE ."
chunk_1537,TextChunk,"Therefore , DCE may prove to be a useful remedy for the management of cognitive dysfunctions on account of its multifarious beneficial effects such as , memory improving property , cholesterol"
chunk_1538,TextChunk,Cauda equina syndrome after epidural steroid injection : a case report .
Cauda equina syndrome,Disease,Cauda equina syndrome
chunk_1539,TextChunk,"OBJECTIVE : Conventional treatment methods of lumbusacral radiculopathy are physical therapy , epidural steroid injections , oral medications , and spinal manipulative therapy ."
radiculopathy,Disease,radiculopathy
chunk_1540,TextChunk,Cauda equina syndrome is a rare complication of epidural anesthesia .
chunk_1541,TextChunk,The following case is a report of cauda equina syndrome possibly caused by epidural injection of triamcinolone and bupivacaine .
cauda equina syndrome,Disease,cauda equina syndrome
triamcinolone,Chemical,triamcinolone
bupivacaine,Chemical,bupivacaine
chunk_1542,TextChunk,CLINICAL FEATURES : A 50 - year - old woman with low back and right leg pain was scheduled for epidural steroid injection .
low back and right leg pain,Disease,low back and right leg pain
chunk_1543,TextChunk,INTERVENTION AND OUTCOME : An 18 - gauge Touhy needle was inserted until loss of resistance occurred at the L4 - 5 level .
chunk_1544,TextChunk,Spread of the contrast medium within the epidural space was determined by radiographic imaging .
chunk_1545,TextChunk,"After verifying the epidural space , bupivacaine and triamcinolone diacetate were injected ."
triamcinolone diacetate,Chemical,triamcinolone diacetate
chunk_1546,TextChunk,"After the injection , there was a reduction in radicular symptoms ."
chunk_1547,TextChunk,"Three hours later , she complained of perineal numbness and lower extremity weakness ."
numbness,Disease,numbness
lower extremity weakness,Disease,lower extremity weakness
chunk_1548,TextChunk,The neurologic evaluation revealed loss of sensation in the saddle area and medial aspect of her right leg .
loss of sensation,Disease,loss of sensation
chunk_1549,TextChunk,There was a decrease in the perception of pinprick test .
chunk_1550,TextChunk,Deep - tendon reflexes were decreased especially in the right leg .
chunk_1551,TextChunk,She was unable to urinate .
chunk_1552,TextChunk,The patient ' s symptoms improved slightly over the next few hours .
chunk_1553,TextChunk,She had a gradual return of motor function and ability of feeling Foley catheter .
chunk_1554,TextChunk,All of the symptoms were completely resolved over the next 8 hours .
chunk_1555,TextChunk,CONCLUSION : Complications associated with epidural steroid injections are rare .
chunk_1556,TextChunk,Clinical examination and continued vigilance for neurologic deterioration after epidural steroid
neurologic deterioration,Disease,neurologic deterioration
chunk_1557,TextChunk,High - dose testosterone is associated with atherosclerosis in postmenopausal women .
testosterone,Chemical,testosterone
chunk_1558,TextChunk,OBJECTIVES : To study the long - term effects of androgen treatment on atherosclerosis in postmenopausal women .
chunk_1559,TextChunk,"METHODS : In a population - based study in 513 naturally postmenopausal women aged 54 - 67 years , we studied the association between self - reported intramuscularly administered high - dose estrogen - testosterone therapy ( estradiol- and testosterone esters ) and aortic atherosclerosis ."
estradiol- and testosterone esters,Chemical,estradiol- and testosterone esters
chunk_1560,TextChunk,"Aortic atherosclerosis was diagnosed by radiographic detection of calcified deposits in the abdominal aorta , which have been shown to reflect intima atherosclerosis ."
chunk_1561,TextChunk,Hormone therapy users were compared with never users .
chunk_1562,TextChunk,RESULTS : Intramuscular hormone therapy use for 1 year or longer was reported by 25 women .
chunk_1563,TextChunk,"In almost half of these women severe atherosclerosis of the aorta was present ( n = 11 ), while in women without hormone use severe atherosclerosis of the aorta was present in less than 20 %( OR 3 ."
chunk_1564,TextChunk,"1 ; 95 % CI , 1 ."
chunk_1565,TextChunk,1 - 8 .
chunk_1566,TextChunk,"5 , adjusted for age , years since menopause , smoking , and body mass index ). The association remained after additional adjustment for diabetes , cholesterol level , systolic blood pressure , or alcohol use ."
chunk_1567,TextChunk,No association was found for hormone use less than 1 year .
chunk_1568,TextChunk,CONCLUSION : Our results suggest that high - dose testosterone therapy may adversely affect atherosclerosis
chunk_1569,TextChunk,Sirolimus - associated proteinuria and renal dysfunction .
chunk_1570,TextChunk,Sirolimus is a novel immunosuppressant with potent antiproliferative actions through its ability to inhibit the raptor - containing mammalian target of rapamycin protein kinase .
rapamycin,Chemical,rapamycin
chunk_1571,TextChunk,Sirolimus represents a major therapeutic advance in the prevention of acute renal allograft rejection and chronic allograft nephropathy .
chunk_1572,TextChunk,"Its role in the therapy of glomerulonephritis , autoimmunity , cystic renal diseases and renal cancer is under investigation ."
autoimmunity,Disease,autoimmunity
cystic renal diseases,Disease,cystic renal diseases
renal cancer,Disease,renal cancer
chunk_1573,TextChunk,"Because sirolimus does not share the vasomotor renal adverse effects exhibited by calcineurin inhibitors , it has been designated a ' non - nephrotoxic drug '. However , clinical reports suggest that , under some circumstances , sirolimus is associated with proteinuria and acute renal dysfunction ."
acute renal dysfunction,Disease,acute renal dysfunction
chunk_1574,TextChunk,A common risk factor appears to be presence of pre - existing chronic renal damage .
chronic renal damage,Disease,chronic renal damage
chunk_1575,TextChunk,The mechanisms of sirolimus - associated proteinuria are multifactorial and may be due to an increase in glomerular capillary pressure following calcineurin inhibitor withdrawal .
chunk_1576,TextChunk,"It has also been suggested that sirolimus directly causes increased glomerular permeability / injury , but evidence for this mechanism is currently inconclusive ."
chunk_1577,TextChunk,The acute renal dysfunction associated with sirolimus ( such as in delayed graft function ) may be due to suppression of compensatory renal cell proliferation and survival / repair processes .
chunk_1578,TextChunk,"Although these adverse effects occur in some patients , their occurrence could be minimised by knowledge of the molecular effects of sirolimus on the kidney , the use of sirolimus in appropriate patient populations , close monitoring of proteinuria and renal function , use of angiotensin - converting enzyme inhibitors or angiotensin II receptor blockers if proteinuria occurs and withdrawal if needed ."
chunk_1579,TextChunk,Further long - term analysis of renal allograft studies using sirolimus
chunk_1580,TextChunk,Progressive myopathy with up - regulation of MHC - I associated with statin therapy .
statin,Chemical,statin
chunk_1581,TextChunk,Statins can cause a necrotizing myopathy and hyperCKaemia which is reversible on cessation of the drug .
Statins,Chemical,Statins
hyperCKaemia,Disease,hyperCKaemia
chunk_1582,TextChunk,"What is less well known is a phenomenon whereby statins may induce a myopathy , which persists or may progress after stopping the drug ."
statins,Chemical,statins
chunk_1583,TextChunk,We investigated the muscle pathology in 8 such cases .
chunk_1584,TextChunk,All had myofibre necrosis but only 3 had an inflammatory infiltrate .
chunk_1585,TextChunk,In all cases there was diffuse or multifocal up - regulation of MHC - I expression even in non - necrotic fibres .
necrotic,Disease,necrotic
chunk_1586,TextChunk,"Progressive improvement occurred in 7 cases after commencement of prednisolone and methotrexate , and in one case spontaneously ."
chunk_1587,TextChunk,These observations suggest that statins may initiate an immune - mediated myopathy that persists after withdrawal of the drug and responds to immunosuppressive therapy .
chunk_1588,TextChunk,The mechanism of this myopathy is uncertain but may involve the induction by statins
chunk_1589,TextChunk,Direct inhibition of cardiac hyperpolarization - activated cyclic nucleotide - gated pacemaker channels by clonidine .
cyclic nucleotide,Chemical,cyclic nucleotide
chunk_1590,TextChunk,"BACKGROUND : Inhibition of cardiac sympathetic tone represents an important strategy for treatment of cardiovascular disease , including arrhythmia , coronary heart disease , and chronic heart failure ."
cardiovascular disease,Disease,cardiovascular disease
arrhythmia,Disease,arrhythmia
coronary heart disease,Disease,coronary heart disease
chunk_1591,TextChunk,"Activation of presynaptic alpha2 - adrenoceptors is the most widely accepted mechanism of action of the antisympathetic drug clonidine ; however , other target proteins have been postulated to contribute to the in vivo actions of clonidine ."
chunk_1592,TextChunk,"METHODS AND RESULTS : To test whether clonidine elicits pharmacological effects independent of alpha2 - adrenoceptors , we have generated mice with a targeted deletion of all 3 alpha2 - adrenoceptor subtypes ( alpha2ABC -/-). Alpha2ABC -/- mice were completely unresponsive to the analgesic and hypnotic effects of clonidine ; however , clonidine significantly lowered heart rate in alpha2ABC -/- mice by up to 150 bpm ."
chunk_1593,TextChunk,Clonidine - induced bradycardia in conscious alpha2ABC -/- mice was 32 .
Clonidine,Chemical,Clonidine
chunk_1594,TextChunk,3 %( 10 microg / kg ) and 26 .
chunk_1595,TextChunk,6 %( 100 microg / kg ) of the effect in wild - type mice .
chunk_1596,TextChunk,A similar bradycardic effect of clonidine was observed in isolated spontaneously beating right atria from alpha2ABC - knockout and wild - type mice .
chunk_1597,TextChunk,Clonidine inhibited the native pacemaker current ( I ( f )) in isolated sinoatrial node pacemaker cells and the I ( f )- generating hyperpolarization - activated cyclic nucleotide - gated ( HCN ) 2 and HCN4 channels in transfected HEK293 cells .
chunk_1598,TextChunk,"As a consequence of blocking I ( f ), clonidine reduced the slope of the diastolic depolarization and the frequency of pacemaker potentials in sinoatrial node cells from wild - type and alpha2ABC - knockout mice ."
chunk_1599,TextChunk,"CONCLUSIONS : Direct inhibition of cardiac HCN pacemaker channels contributes to the bradycardic effects of clonidine gene - targeted mice in vivo , and thus , clonidine"
chunk_1600,TextChunk,Influence of smoking on developing cochlea .
smoking,Chemical,smoking
chunk_1601,TextChunk,Does smoking during pregnancy affect the amplitudes of transient evoked otoacoustic emissions in newborns ? OBJECTIVE : Maternal tobacco smoking has negative effects on fetal growth .
chunk_1602,TextChunk,"The influence of smoking during pregnancy on the developing cochlea has not been estimated , although smoking has been positively associated with hearing loss in adults ."
chunk_1603,TextChunk,The objective of this study was to determine the effects of maternal smoking on transient evoked otoacoustic emissions ( TEOAEs ) of healthy neonates .
chunk_1604,TextChunk,METHODS : This study was undertaken as part of neonatal screening for hearing impairment and involved both ears of 200 newborns .
hearing impairment,Disease,hearing impairment
chunk_1605,TextChunk,"Newborns whose mothers reported smoking during pregnancy ( n = 200 ears ) were compared to a control group of newborns ( n = 200 ears ), whose mothers were non - smokers ."
chunk_1606,TextChunk,"Exposure to tobacco was characterized as low (< 5 cigarettes per day , n = 88 ears ), moderate ( 5 < or = cigarettes per day < 10 , n = 76 ) or high (> or = 10 cigarettes per day , n = 36 ). RESULTS : In exposed neonates , TEOAEs mean response ( across frequency ) and mean amplitude at 4000Hz was significantly lower than in non - exposed neonates ."
chunk_1607,TextChunk,Comparisons between exposed newborns ' subgroups revealed no significant differences .
chunk_1608,TextChunk,"However , by comparing each subgroup to control group , we found statistically significant decreases of TEOAEs amplitudes at 4000Hz for all three groups ."
decreases of TEOAEs amplitudes,Disease,decreases of TEOAEs amplitudes
chunk_1609,TextChunk,Mean TEOAEs responses of highly exposed newborns were also significantly lower in comparison to our control group .
chunk_1610,TextChunk,"CONCLUSION : In utero , exposure to tobacco smoking seems to have a small impact on outer hair cells ."
chunk_1611,TextChunk,"These effects seem to be equally true for all exposed newborns , regardless of the degree of exposure ."
chunk_1612,TextChunk,Further studies are needed in order to establish a potential negative effect of maternal smoking
chunk_1613,TextChunk,Neuroinflammation and behavioral abnormalities after neonatal terbutaline treatment in rats : implications for autism .
Neuroinflammation,Disease,Neuroinflammation
behavioral abnormalities,Disease,behavioral abnormalities
terbutaline,Chemical,terbutaline
autism,Disease,autism
chunk_1614,TextChunk,Autism is a neurodevelopmental disorder presenting before 3 years of age with deficits in communication and social skills and repetitive behaviors .
Autism,Disease,Autism
neurodevelopmental disorder,Disease,neurodevelopmental disorder
deficits in communication and social skills,Disease,deficits in communication and social skills
repetitive behaviors,Disease,repetitive behaviors
chunk_1615,TextChunk,"In addition to genetic influences , recent studies suggest that prenatal drug or chemical exposures are risk factors for autism ."
chunk_1616,TextChunk,"Terbutaline , a beta2 - adrenoceptor agonist used to arrest preterm labor , has been associated with increased concordance for autism in dizygotic twins ."
Terbutaline,Chemical,Terbutaline
preterm labor,Disease,preterm labor
chunk_1617,TextChunk,We studied the effects of terbutaline on microglial activation in different brain regions and behavioral outcomes in developing rats .
chunk_1618,TextChunk,Newborn rats were given terbutaline ( 10 mg / kg ) daily on postnatal days ( PN ) 2 to 5 or PN 11 to 14 and examined 24 h after the last dose and at PN 30 .
